question,answer,converted_question,일치여부,의견
"SELECT TO_CHAR(DATE_TRUNC('month', trsc_dt::timestamp), 'YYYYMM') AS trsc_month, SUM(trsc_amt) AS total_trsc_amt FROM aicfo_get_all_trsc WHERE view_dv = '수시' AND curr_cd = 'KRW'AND in_out_dv = '출금' AND note1 LIKE '%인건비%' AND trsc_dt BETWEEN '20180505' AND '20190505'  GROUP BY trsc_month  ","{
    ""select"": [
        {
            ""func"": ""TO_CHAR"",
            ""column"": {
                ""func"": ""DATE_TRUNC"",
                ""column"": ""trsc_dt::timestamp"",
                ""label"": ""trsc_month""
            },
            ""label"": ""trsc_month""
        },
        {
            ""func"": ""sum"",
            ""column"": ""trsc_amt"",
            ""label"": ""total_trsc_amt""
        }
    ],
    ""where"": [
        {
            ""column"": ""view_dv"",
            ""op"": ""eq"",
            ""value"": ""수시""
        },
        {
            ""column"": ""curr_cd"",
            ""op"": ""eq"",
            ""value"": ""KRW""
        },
        {
            ""column"": ""in_out_dv"",
            ""op"": ""eq"",
            ""value"": ""출금""
        },
        {
            ""column"": ""note1"",
            ""op"": ""like"",
            ""value"": ""%인건비%""
        },
        {
            ""column"": ""trsc_dt"",
            ""op"": ""between"",
            ""value"": [""20180505"", ""20190505""]
        }
    ],
    ""group_by"": [
        ""trsc_month""
    ]
}","Error: attribute name must be string, not 'dict'",아니오,"변환된 SQL에서 오류가 발생하였으며, 이는 SQLAlchemy에서 쿼리를 작성하는 과정에서 잘못된 형식의 속성 이름이 사용되었음을 나타냅니다. 원본 SQL 쿼리는 정상적으로 작동하지만, 변환된 SQL은 실행할 수 없는 상태입니다."
"SELECT bank_nm, acct_no, trsc_dt, trsc_tm, note1, in_out_dv, trsc_amt, trsc_bal FROM aicfo_get_all_trsc WHERE view_dv = '예적금' AND curr_cd = 'KRW' AND in_out_dv = '출금'  AND trsc_amt >= POWER(10,8) AND trsc_dt BETWEEN '20241001' AND '20241101'   ","{
    ""select"": [
        ""bank_nm"",
        ""acct_no"",
        ""trsc_dt"",
        ""trsc_tm"",
        ""note1"",
        ""in_out_dv"",
        ""trsc_amt"",
        ""trsc_bal""
    ],
    ""where"": [
        {
            ""column"": ""view_dv"",
            ""op"": ""eq"",
            ""value"": ""예적금""
        },
        {
            ""column"": ""curr_cd"",
            ""op"": ""eq"",
            ""value"": ""KRW""
        },
        {
            ""column"": ""in_out_dv"",
            ""op"": ""eq"",
            ""value"": ""출금""
        },
        {
            ""column"": ""trsc_amt"",
            ""op"": ""ge"",
            ""value"": {
                ""func"": ""POWER"",
                ""column"": ""10"",
                ""label"": ""10^8""
            }
        },
        {
            ""column"": ""trsc_dt"",
            ""op"": ""between"",
            ""value"": [""20241001"", ""20241101""]
        }
    ]
}","SELECT aicfo_get_all_trsc.bank_nm, aicfo_get_all_trsc.acct_no, aicfo_get_all_trsc.trsc_dt, aicfo_get_all_trsc.trsc_tm, aicfo_get_all_trsc.note1, aicfo_get_all_trsc.in_out_dv, aicfo_get_all_trsc.trsc_amt, aicfo_get_all_trsc.trsc_bal 
FROM aicfo_get_all_trsc 
WHERE aicfo_get_all_trsc.view_dv = :view_dv_1 AND aicfo_get_all_trsc.curr_cd = :curr_cd_1 AND aicfo_get_all_trsc.in_out_dv = :in_out_dv_1 AND aicfo_get_all_trsc.trsc_amt >= :trsc_amt_1 AND aicfo_get_all_trsc.trsc_dt BETWEEN :trsc_dt_1 AND :trsc_dt_2",예,"두 쿼리는 동일한 조건을 사용하여 데이터를 필터링하고 있으며, SELECT 절에서 선택된 컬럼과 WHERE 절의 조건이 일치합니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 결과는 동일하게 나옵니다."
"SELECT bank_nm, acct_no, trsc_dt, trsc_tm, note1, in_out_dv, trsc_amt, trsc_bal FROM aicfo_get_all_trsc WHERE view_dv = '수시' AND curr_cd = 'KRW' AND trsc_dt BETWEEN '20240520' AND '20240620'   ","{
    ""select"": [
        ""bank_nm"",
        ""acct_no"",
        ""trsc_dt"",
        ""trsc_tm"",
        ""note1"",
        ""in_out_dv"",
        ""trsc_amt"",
        ""trsc_bal""
    ],
    ""where"": [
        {
            ""column"": ""view_dv"",
            ""op"": ""eq"",
            ""value"": ""수시""
        },
        {
            ""column"": ""curr_cd"",
            ""op"": ""eq"",
            ""value"": ""KRW""
        },
        {
            ""column"": ""trsc_dt"",
            ""op"": ""between"",
            ""value"": [""20240520"", ""20240620""]
        }
    ]
}","SELECT aicfo_get_all_trsc.bank_nm, aicfo_get_all_trsc.acct_no, aicfo_get_all_trsc.trsc_dt, aicfo_get_all_trsc.trsc_tm, aicfo_get_all_trsc.note1, aicfo_get_all_trsc.in_out_dv, aicfo_get_all_trsc.trsc_amt, aicfo_get_all_trsc.trsc_bal 
FROM aicfo_get_all_trsc 
WHERE aicfo_get_all_trsc.view_dv = :view_dv_1 AND aicfo_get_all_trsc.curr_cd = :curr_cd_1 AND aicfo_get_all_trsc.trsc_dt BETWEEN :trsc_dt_1 AND :trsc_dt_2",예,"두 쿼리는 동일한 테이블(aicfo_get_all_trsc)에서 동일한 조건(view_dv, curr_cd, trsc_dt)으로 데이터를 선택하고 있으며, 선택하는 컬럼도 동일합니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 결과는 동일하게 나옵니다."
"SELECT bank_nm, acct_no, trsc_dt, trsc_tm, note1, in_out_dv, trsc_amt, trsc_bal FROM aicfo_get_all_trsc WHERE view_dv = '수시' AND curr_cd = 'KRW' AND trsc_dt BETWEEN '20240301' AND '20240331'   ","{
    ""select"": [
        ""bank_nm"",
        ""acct_no"",
        ""trsc_dt"",
        ""trsc_tm"",
        ""note1"",
        ""in_out_dv"",
        ""trsc_amt"",
        ""trsc_bal""
    ],
    ""where"": [
        {
            ""column"": ""view_dv"",
            ""op"": ""eq"",
            ""value"": ""수시""
        },
        {
            ""column"": ""curr_cd"",
            ""op"": ""eq"",
            ""value"": ""KRW""
        },
        {
            ""column"": ""trsc_dt"",
            ""op"": ""between"",
            ""value"": [""20240301"", ""20240331""]
        }
    ]
}","SELECT aicfo_get_all_trsc.bank_nm, aicfo_get_all_trsc.acct_no, aicfo_get_all_trsc.trsc_dt, aicfo_get_all_trsc.trsc_tm, aicfo_get_all_trsc.note1, aicfo_get_all_trsc.in_out_dv, aicfo_get_all_trsc.trsc_amt, aicfo_get_all_trsc.trsc_bal 
FROM aicfo_get_all_trsc 
WHERE aicfo_get_all_trsc.view_dv = :view_dv_1 AND aicfo_get_all_trsc.curr_cd = :curr_cd_1 AND aicfo_get_all_trsc.trsc_dt BETWEEN :trsc_dt_1 AND :trsc_dt_2",예,"두 쿼리는 동일한 테이블(aicfo_get_all_trsc)에서 동일한 컬럼을 선택하고, 동일한 조건(view_dv, curr_cd, trsc_dt)으로 필터링하고 있습니다. 변환된 SQL에서 사용된 바인드 변수(:view_dv_1, :curr_cd_1, :trsc_dt_1, :trsc_dt_2)는 원본 SQL의 하드코딩된 값과 동일한 의미를 가지므로, 두 쿼리는 같은 동작을 합니다."
"SELECT bank_nm, acct_no, trsc_dt, trsc_tm, note1, in_out_dv, trsc_amt, trsc_bal FROM aicfo_get_all_trsc WHERE view_dv = '수시' AND curr_cd = 'KRW' AND trsc_dt BETWEEN '20240419' AND '20240519'   ","{
    ""select"": [
        ""bank_nm"",
        ""acct_no"",
        ""trsc_dt"",
        ""trsc_tm"",
        ""note1"",
        ""in_out_dv"",
        ""trsc_amt"",
        ""trsc_bal""
    ],
    ""where"": [
        {
            ""column"": ""view_dv"",
            ""op"": ""eq"",
            ""value"": ""수시""
        },
        {
            ""column"": ""curr_cd"",
            ""op"": ""eq"",
            ""value"": ""KRW""
        },
        {
            ""column"": ""trsc_dt"",
            ""op"": ""between"",
            ""value"": [""20240419"", ""20240519""]
        }
    ]
}","SELECT aicfo_get_all_trsc.bank_nm, aicfo_get_all_trsc.acct_no, aicfo_get_all_trsc.trsc_dt, aicfo_get_all_trsc.trsc_tm, aicfo_get_all_trsc.note1, aicfo_get_all_trsc.in_out_dv, aicfo_get_all_trsc.trsc_amt, aicfo_get_all_trsc.trsc_bal 
FROM aicfo_get_all_trsc 
WHERE aicfo_get_all_trsc.view_dv = :view_dv_1 AND aicfo_get_all_trsc.curr_cd = :curr_cd_1 AND aicfo_get_all_trsc.trsc_dt BETWEEN :trsc_dt_1 AND :trsc_dt_2",예,"두 쿼리는 동일한 테이블(aicfo_get_all_trsc)에서 동일한 컬럼을 선택하고, 동일한 조건(view_dv, curr_cd, trsc_dt)으로 필터링하고 있습니다. 변환된 SQL에서 사용된 바인드 변수(:view_dv_1, :curr_cd_1, :trsc_dt_1, :trsc_dt_2)는 원본 SQL의 하드코딩된 값과 동일한 의미를 가지므로, 두 쿼리는 같은 동작을 합니다."
"SELECT bank_nm, acct_no, trsc_dt, trsc_tm, note1, in_out_dv, trsc_amt, trsc_bal FROM aicfo_get_all_trsc WHERE view_dv = '수시' AND curr_cd = 'KRW' AND bank_nm = '기업은행' AND trsc_dt BETWEEN '20241011' AND '20241111'   ","{
    ""select"": [
        ""bank_nm"",
        ""acct_no"",
        ""trsc_dt"",
        ""trsc_tm"",
        ""note1"",
        ""in_out_dv"",
        ""trsc_amt"",
        ""trsc_bal""
    ],
    ""where"": [
        {
            ""column"": ""view_dv"",
            ""op"": ""eq"",
            ""value"": ""수시""
        },
        {
            ""column"": ""curr_cd"",
            ""op"": ""eq"",
            ""value"": ""KRW""
        },
        {
            ""column"": ""bank_nm"",
            ""op"": ""eq"",
            ""value"": ""기업은행""
        },
        {
            ""column"": ""trsc_dt"",
            ""op"": ""between"",
            ""value"": [""20241011"", ""20241111""]
        }
    ]
}","SELECT aicfo_get_all_trsc.bank_nm, aicfo_get_all_trsc.acct_no, aicfo_get_all_trsc.trsc_dt, aicfo_get_all_trsc.trsc_tm, aicfo_get_all_trsc.note1, aicfo_get_all_trsc.in_out_dv, aicfo_get_all_trsc.trsc_amt, aicfo_get_all_trsc.trsc_bal 
FROM aicfo_get_all_trsc 
WHERE aicfo_get_all_trsc.view_dv = :view_dv_1 AND aicfo_get_all_trsc.curr_cd = :curr_cd_1 AND aicfo_get_all_trsc.bank_nm = :bank_nm_1 AND aicfo_get_all_trsc.trsc_dt BETWEEN :trsc_dt_1 AND :trsc_dt_2",예,"두 쿼리는 동일한 테이블(aicfo_get_all_trsc)에서 동일한 조건(view_dv, curr_cd, bank_nm, trsc_dt)으로 데이터를 선택하고 있으며, 선택하는 컬럼도 동일합니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 하드코딩된 값과 동일한 의미를 가지므로, 결과는 동일하게 나옵니다."
"SELECT bank_nm, acct_no, trsc_dt, trsc_tm, note1, in_out_dv, trsc_amt, trsc_bal FROM aicfo_get_all_trsc WHERE view_dv = '수시' AND curr_cd = 'KRW' AND in_out_dv = '입금'  AND trsc_dt BETWEEN '20241102' AND '20241202'   ","{
    ""select"": [
        ""bank_nm"",
        ""acct_no"",
        ""trsc_dt"",
        ""trsc_tm"",
        ""note1"",
        ""in_out_dv"",
        ""trsc_amt"",
        ""trsc_bal""
    ],
    ""where"": [
        {
            ""column"": ""view_dv"",
            ""op"": ""eq"",
            ""value"": ""수시""
        },
        {
            ""column"": ""curr_cd"",
            ""op"": ""eq"",
            ""value"": ""KRW""
        },
        {
            ""column"": ""in_out_dv"",
            ""op"": ""eq"",
            ""value"": ""입금""
        },
        {
            ""column"": ""trsc_dt"",
            ""op"": ""between"",
            ""value"": [""20241102"", ""20241202""]
        }
    ]
}","SELECT aicfo_get_all_trsc.bank_nm, aicfo_get_all_trsc.acct_no, aicfo_get_all_trsc.trsc_dt, aicfo_get_all_trsc.trsc_tm, aicfo_get_all_trsc.note1, aicfo_get_all_trsc.in_out_dv, aicfo_get_all_trsc.trsc_amt, aicfo_get_all_trsc.trsc_bal 
FROM aicfo_get_all_trsc 
WHERE aicfo_get_all_trsc.view_dv = :view_dv_1 AND aicfo_get_all_trsc.curr_cd = :curr_cd_1 AND aicfo_get_all_trsc.in_out_dv = :in_out_dv_1 AND aicfo_get_all_trsc.trsc_dt BETWEEN :trsc_dt_1 AND :trsc_dt_2",예,"두 쿼리는 동일한 조건을 사용하여 동일한 컬럼을 선택하고 있으며, WHERE 절의 조건도 일치합니다. 변환된 SQL에서 사용된 바인드 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 두 쿼리는 같은 동작을 합니다."
"SELECT bank_nm, acct_no, trsc_dt, trsc_tm, note1, in_out_dv, trsc_amt, trsc_bal FROM aicfo_get_all_trsc WHERE view_dv = '수시' AND curr_cd = 'KRW' AND in_out_dv = '출금' AND trsc_dt BETWEEN '20240212' AND '20240312'    ","{
    ""select"": [
        ""bank_nm"",
        ""acct_no"",
        ""trsc_dt"",
        ""trsc_tm"",
        ""note1"",
        ""in_out_dv"",
        ""trsc_amt"",
        ""trsc_bal""
    ],
    ""where"": [
        {
            ""column"": ""view_dv"",
            ""op"": ""eq"",
            ""value"": ""수시""
        },
        {
            ""column"": ""curr_cd"",
            ""op"": ""eq"",
            ""value"": ""KRW""
        },
        {
            ""column"": ""in_out_dv"",
            ""op"": ""eq"",
            ""value"": ""출금""
        },
        {
            ""column"": ""trsc_dt"",
            ""op"": ""between"",
            ""value"": [""20240212"", ""20240312""]
        }
    ]
}","SELECT aicfo_get_all_trsc.bank_nm, aicfo_get_all_trsc.acct_no, aicfo_get_all_trsc.trsc_dt, aicfo_get_all_trsc.trsc_tm, aicfo_get_all_trsc.note1, aicfo_get_all_trsc.in_out_dv, aicfo_get_all_trsc.trsc_amt, aicfo_get_all_trsc.trsc_bal 
FROM aicfo_get_all_trsc 
WHERE aicfo_get_all_trsc.view_dv = :view_dv_1 AND aicfo_get_all_trsc.curr_cd = :curr_cd_1 AND aicfo_get_all_trsc.in_out_dv = :in_out_dv_1 AND aicfo_get_all_trsc.trsc_dt BETWEEN :trsc_dt_1 AND :trsc_dt_2",예,"두 쿼리는 동일한 테이블(aicfo_get_all_trsc)에서 동일한 조건(view_dv, curr_cd, in_out_dv, trsc_dt)으로 데이터를 조회하고 있으며, 선택된 컬럼도 동일합니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 두 쿼리는 같은 동작을 합니다."
"SELECT bank_nm, acct_no, trsc_dt, trsc_tm, note1, in_out_dv, trsc_amt, trsc_bal FROM aicfo_get_all_trsc WHERE view_dv = '수시' AND curr_cd = 'KRW' AND trsc_dt BETWEEN '20240120' AND '20240220'   ","{
    ""select"": [
        ""bank_nm"",
        ""acct_no"",
        ""trsc_dt"",
        ""trsc_tm"",
        ""note1"",
        ""in_out_dv"",
        ""trsc_amt"",
        ""trsc_bal""
    ],
    ""where"": [
        {
            ""column"": ""view_dv"",
            ""op"": ""eq"",
            ""value"": ""수시""
        },
        {
            ""column"": ""curr_cd"",
            ""op"": ""eq"",
            ""value"": ""KRW""
        },
        {
            ""column"": ""trsc_dt"",
            ""op"": ""between"",
            ""value"": [""20240120"", ""20240220""]
        }
    ]
}","SELECT aicfo_get_all_trsc.bank_nm, aicfo_get_all_trsc.acct_no, aicfo_get_all_trsc.trsc_dt, aicfo_get_all_trsc.trsc_tm, aicfo_get_all_trsc.note1, aicfo_get_all_trsc.in_out_dv, aicfo_get_all_trsc.trsc_amt, aicfo_get_all_trsc.trsc_bal 
FROM aicfo_get_all_trsc 
WHERE aicfo_get_all_trsc.view_dv = :view_dv_1 AND aicfo_get_all_trsc.curr_cd = :curr_cd_1 AND aicfo_get_all_trsc.trsc_dt BETWEEN :trsc_dt_1 AND :trsc_dt_2",예,"두 쿼리는 동일한 테이블(aicfo_get_all_trsc)에서 동일한 컬럼을 선택하고, 동일한 조건(view_dv, curr_cd, trsc_dt)으로 필터링하고 있습니다. 변환된 SQL에서 사용된 바인드 변수(:view_dv_1, :curr_cd_1, :trsc_dt_1, :trsc_dt_2)는 원본 SQL의 상수 값('수시', 'KRW', '20240120', '20240220')과 동일한 역할을 하므로, 두 쿼리는 같은 동작을 합니다."
"SELECT bank_nm, acct_no, trsc_dt, trsc_tm, note1, in_out_dv, trsc_amt, trsc_bal FROM aicfo_get_all_trsc WHERE view_dv = '수시' AND curr_cd = 'KRW' AND acct_no LIKE '%12065128558451%' AND trsc_dt BETWEEN '20240913' AND '20241013'    ","{
    ""select"": [
        ""bank_nm"",
        ""acct_no"",
        ""trsc_dt"",
        ""trsc_tm"",
        ""note1"",
        ""in_out_dv"",
        ""trsc_amt"",
        ""trsc_bal""
    ],
    ""where"": [
        {
            ""column"": ""view_dv"",
            ""op"": ""eq"",
            ""value"": ""수시""
        },
        {
            ""column"": ""curr_cd"",
            ""op"": ""eq"",
            ""value"": ""KRW""
        },
        {
            ""column"": ""acct_no"",
            ""op"": ""like"",
            ""value"": ""%12065128558451%""
        },
        {
            ""column"": ""trsc_dt"",
            ""op"": ""between"",
            ""value"": [""20240913"", ""20241013""]
        }
    ]
}","SELECT aicfo_get_all_trsc.bank_nm, aicfo_get_all_trsc.acct_no, aicfo_get_all_trsc.trsc_dt, aicfo_get_all_trsc.trsc_tm, aicfo_get_all_trsc.note1, aicfo_get_all_trsc.in_out_dv, aicfo_get_all_trsc.trsc_amt, aicfo_get_all_trsc.trsc_bal 
FROM aicfo_get_all_trsc 
WHERE aicfo_get_all_trsc.view_dv = :view_dv_1 AND aicfo_get_all_trsc.curr_cd = :curr_cd_1 AND aicfo_get_all_trsc.acct_no LIKE :acct_no_1 AND aicfo_get_all_trsc.trsc_dt BETWEEN :trsc_dt_1 AND :trsc_dt_2",예,"두 쿼리는 동일한 테이블과 필드를 참조하며, 동일한 조건을 사용하고 있습니다. 변환된 SQL에서 사용된 바인드 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 결과는 일치합니다."
"SELECT bank_nm, acct_no, COUNT(*) AS in_cnt FROM aicfo_get_all_trsc WHERE view_dv = '수시' AND curr_cd = 'KRW' AND in_out_dv = '입금' AND trsc_dt BETWEEN '20240405' AND '20240505' GROUP BY bank_nm, acct_no ORDER BY in_cnt DESC ","{
    ""select"": [
        ""bank_nm"",
        ""acct_no"",
        {
            ""func"": ""count"",
            ""column"": ""*"",
            ""label"": ""in_cnt""
        }
    ],
    ""where"": [
        {
            ""column"": ""view_dv"",
            ""op"": ""eq"",
            ""value"": ""수시""
        },
        {
            ""column"": ""curr_cd"",
            ""op"": ""eq"",
            ""value"": ""KRW""
        },
        {
            ""column"": ""in_out_dv"",
            ""op"": ""eq"",
            ""value"": ""입금""
        },
        {
            ""column"": ""trsc_dt"",
            ""op"": ""between"",
            ""value"": [""20240405"", ""20240505""]
        }
    ],
    ""group_by"": [
        ""bank_nm"",
        ""acct_no""
    ],
    ""order_by"": [
        {
            ""column"": ""in_cnt"",
            ""direction"": ""desc""
        }
    ]
}",Error: Column '*' not found in Transaction,아니오,"변환된 SQL에서 ""COUNT(*)""를 사용한 부분이 잘못 처리되어 ""Column '*' not found in Transaction"" 오류가 발생했습니다. 이는 원본 SQL의 집계 함수 사용 방식과 변환된 SQL의 구조가 일치하지 않음을 나타냅니다."
"SELECT bank_nm, acct_no, trsc_dt, trsc_tm, note1, in_out_dv, trsc_amt, trsc_bal FROM aicfo_get_all_trsc WHERE view_dv = '수시' AND curr_cd = 'KRW' AND in_out_dv = '입금'AND trsc_dt BETWEEN '20240718' AND '20240818' AND trsc_amt >= POWER(10,8)     ","{
    ""select"": [
        ""bank_nm"",
        ""acct_no"",
        ""trsc_dt"",
        ""trsc_tm"",
        ""note1"",
        ""in_out_dv"",
        ""trsc_amt"",
        ""trsc_bal""
    ],
    ""where"": [
        {
            ""column"": ""view_dv"",
            ""op"": ""eq"",
            ""value"": ""수시""
        },
        {
            ""column"": ""curr_cd"",
            ""op"": ""eq"",
            ""value"": ""KRW""
        },
        {
            ""column"": ""in_out_dv"",
            ""op"": ""eq"",
            ""value"": ""입금""
        },
        {
            ""column"": ""trsc_dt"",
            ""op"": ""between"",
            ""value"": [""20240718"", ""20240818""]
        },
        {
            ""column"": ""trsc_amt"",
            ""op"": ""ge"",
            ""value"": {
                ""func"": ""POWER"",
                ""column"": ""10"",
                ""label"": ""8""
            }
        }
    ]
}","SELECT aicfo_get_all_trsc.bank_nm, aicfo_get_all_trsc.acct_no, aicfo_get_all_trsc.trsc_dt, aicfo_get_all_trsc.trsc_tm, aicfo_get_all_trsc.note1, aicfo_get_all_trsc.in_out_dv, aicfo_get_all_trsc.trsc_amt, aicfo_get_all_trsc.trsc_bal 
FROM aicfo_get_all_trsc 
WHERE aicfo_get_all_trsc.view_dv = :view_dv_1 AND aicfo_get_all_trsc.curr_cd = :curr_cd_1 AND aicfo_get_all_trsc.in_out_dv = :in_out_dv_1 AND aicfo_get_all_trsc.trsc_dt BETWEEN :trsc_dt_1 AND :trsc_dt_2 AND aicfo_get_all_trsc.trsc_amt >= :trsc_amt_1",예,"두 쿼리는 동일한 조건을 사용하여 데이터를 필터링하고 있으며, SELECT 절의 컬럼과 WHERE 절의 조건이 일치합니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 두 쿼리는 같은 동작을 합니다."
"SELECT bank_nm, acct_no, curr_cd, trsc_dt, trsc_tm, note1, in_out_dv, trsc_amt, trsc_bal FROM aicfo_get_all_trsc WHERE view_dv = '수시' AND curr_cd <> 'KRW' AND trsc_dt BETWEEN '20241127' AND '20241227'   ","{
    ""select"": [
        ""bank_nm"",
        ""acct_no"",
        ""curr_cd"",
        ""trsc_dt"",
        ""trsc_tm"",
        ""note1"",
        ""in_out_dv"",
        ""trsc_amt"",
        ""trsc_bal""
    ],
    ""where"": [
        {
            ""column"": ""view_dv"",
            ""op"": ""eq"",
            ""value"": ""수시""
        },
        {
            ""column"": ""curr_cd"",
            ""op"": ""ne"",
            ""value"": ""KRW""
        },
        {
            ""column"": ""trsc_dt"",
            ""op"": ""between"",
            ""value"": [""20241127"", ""20241227""]
        }
    ]
}","SELECT aicfo_get_all_trsc.bank_nm, aicfo_get_all_trsc.acct_no, aicfo_get_all_trsc.curr_cd, aicfo_get_all_trsc.trsc_dt, aicfo_get_all_trsc.trsc_tm, aicfo_get_all_trsc.note1, aicfo_get_all_trsc.in_out_dv, aicfo_get_all_trsc.trsc_amt, aicfo_get_all_trsc.trsc_bal 
FROM aicfo_get_all_trsc 
WHERE aicfo_get_all_trsc.view_dv = :view_dv_1 AND aicfo_get_all_trsc.curr_cd != :curr_cd_1 AND aicfo_get_all_trsc.trsc_dt BETWEEN :trsc_dt_1 AND :trsc_dt_2",예,"두 쿼리는 동일한 조건을 사용하여 데이터를 필터링하고 있으며, 선택된 컬럼과 WHERE 절의 조건이 일치합니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 결과는 동일하게 나올 것입니다."
"SELECT bank_nm, acct_no, curr_cd, trsc_dt, trsc_tm, note1, in_out_dv, trsc_amt, trsc_bal FROM aicfo_get_all_trsc WHERE view_dv = '수시' AND curr_cd = 'USD' AND trsc_dt = '20241231'   ","{
    ""select"": [
        ""bank_nm"",
        ""acct_no"",
        ""curr_cd"",
        ""trsc_dt"",
        ""trsc_tm"",
        ""note1"",
        ""in_out_dv"",
        ""trsc_amt"",
        ""trsc_bal""
    ],
    ""where"": [
        {
            ""column"": ""view_dv"",
            ""op"": ""eq"",
            ""value"": ""수시""
        },
        {
            ""column"": ""curr_cd"",
            ""op"": ""eq"",
            ""value"": ""USD""
        },
        {
            ""column"": ""trsc_dt"",
            ""op"": ""eq"",
            ""value"": ""20241231""
        }
    ]
}","SELECT aicfo_get_all_trsc.bank_nm, aicfo_get_all_trsc.acct_no, aicfo_get_all_trsc.curr_cd, aicfo_get_all_trsc.trsc_dt, aicfo_get_all_trsc.trsc_tm, aicfo_get_all_trsc.note1, aicfo_get_all_trsc.in_out_dv, aicfo_get_all_trsc.trsc_amt, aicfo_get_all_trsc.trsc_bal 
FROM aicfo_get_all_trsc 
WHERE aicfo_get_all_trsc.view_dv = :view_dv_1 AND aicfo_get_all_trsc.curr_cd = :curr_cd_1 AND aicfo_get_all_trsc.trsc_dt = :trsc_dt_1",예,"두 쿼리는 동일한 테이블(aicfo_get_all_trsc)에서 동일한 조건(view_dv, curr_cd, trsc_dt)을 사용하여 동일한 컬럼을 선택하고 있으며, 변환된 SQL에서 사용된 바인드 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로 결과가 일치합니다."
"SELECT bank_nm, acct_no, trsc_dt, trsc_tm, note1, in_out_dv, trsc_amt, trsc_bal FROM aicfo_get_all_trsc WHERE view_dv = '예적금' AND curr_cd = 'KRW' AND trsc_dt BETWEEN '20240101' AND '20241231'   ","{
    ""select"": [
        ""bank_nm"",
        ""acct_no"",
        ""trsc_dt"",
        ""trsc_tm"",
        ""note1"",
        ""in_out_dv"",
        ""trsc_amt"",
        ""trsc_bal""
    ],
    ""where"": [
        {
            ""column"": ""view_dv"",
            ""op"": ""eq"",
            ""value"": ""예적금""
        },
        {
            ""column"": ""curr_cd"",
            ""op"": ""eq"",
            ""value"": ""KRW""
        },
        {
            ""column"": ""trsc_dt"",
            ""op"": ""between"",
            ""value"": [""20240101"", ""20241231""]
        }
    ]
}","SELECT aicfo_get_all_trsc.bank_nm, aicfo_get_all_trsc.acct_no, aicfo_get_all_trsc.trsc_dt, aicfo_get_all_trsc.trsc_tm, aicfo_get_all_trsc.note1, aicfo_get_all_trsc.in_out_dv, aicfo_get_all_trsc.trsc_amt, aicfo_get_all_trsc.trsc_bal 
FROM aicfo_get_all_trsc 
WHERE aicfo_get_all_trsc.view_dv = :view_dv_1 AND aicfo_get_all_trsc.curr_cd = :curr_cd_1 AND aicfo_get_all_trsc.trsc_dt BETWEEN :trsc_dt_1 AND :trsc_dt_2",예,"두 쿼리는 동일한 조건을 사용하여 데이터를 선택하고 있으며, 필드와 조건이 일치합니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 결과는 동일하게 나올 것입니다."
