question,answer,converted_question,일치여부,의견
"SELECT bank_nm, acct_dv, acct_no, acct_bal_amt, real_amt, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '수시' AND curr_cd = 'KRW' AND reg_dt = '20240308'","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""acct_bal_amt"",""real_amt"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""수시""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240308""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.real_amt, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1",예,"두 쿼리는 동일한 테이블(aicfo_get_all_amt)에서 동일한 컬럼을 선택하고, 동일한 조건을 사용하여 필터링하고 있습니다. 변환된 SQL에서 사용된 바인드 변수(:view_dv_1, :curr_cd_1, :reg_dt_1)는 원본 SQL의 상수 값('수시', 'KRW', '20240308')과 동일한 역할을 하므로, 결과적으로 두 쿼리는 같은 동작을 수행합니다."
"SELECT bank_nm, acct_dv, acct_no, acct_bal_amt, real_amt, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '수시' AND curr_cd = 'KRW' AND reg_dt = '20240405'","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""acct_bal_amt"",""real_amt"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""수시""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240405""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.real_amt, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1",예,"두 쿼리는 동일한 테이블(aicfo_get_all_amt)에서 동일한 컬럼을 선택하고, 동일한 조건을 사용하여 필터링하고 있습니다. 변환된 SQL에서 사용된 바인드 변수(:view_dv_1, :curr_cd_1, :reg_dt_1)는 원본 SQL의 상수 값('수시', 'KRW', '20240405')과 동일한 역할을 하므로, 결과는 동일하게 나옵니다."
"SELECT bank_nm, COUNT(acct_no) AS account_count FROM aicfo_get_all_amt WHERE view_dv = '예적금' AND curr_cd = 'KRW' AND reg_dt = '20241001' GROUP BY bank_nm ORDER BY account_count DESC","{""select"":[""bank_nm"",{""func"":""count"",""column"":""acct_no"",""label"":""account_count""}],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""예적금""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20241001""}],""group_by"":[""bank_nm""],""order_by"":[{""column"":""account_count"",""direction"":""desc""}]}","SELECT aicfo_get_all_amt.bank_nm, count(aicfo_get_all_amt.acct_no) AS account_count 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 GROUP BY aicfo_get_all_amt.bank_nm ORDER BY NULL DESC",아니오,"변환된 SQL 쿼리에서 `ORDER BY NULL DESC`는 원본 SQL의 `ORDER BY account_count DESC`와 다릅니다. 원본 쿼리는 `account_count`를 기준으로 정렬하지만, 변환된 쿼리는 정렬 기준이 없으므로 결과가 다를 수 있습니다."
"SELECT bank_nm, COUNT(acct_no) AS account_count FROM aicfo_get_all_amt WHERE view_dv = '예적금' AND curr_cd = 'KRW' AND reg_dt = '20241110' GROUP BY bank_nm ORDER BY account_count DESC","{""select"":[""bank_nm"",{""func"":""count"",""column"":""acct_no"",""label"":""account_count""}],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""예적금""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20241110""}],""group_by"":[""bank_nm""],""order_by"":[{""column"":""account_count"",""direction"":""desc""}]}","SELECT aicfo_get_all_amt.bank_nm, count(aicfo_get_all_amt.acct_no) AS account_count 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 GROUP BY aicfo_get_all_amt.bank_nm ORDER BY NULL DESC",아니오,"변환된 SQL 쿼리에서 `ORDER BY NULL DESC`는 원본 SQL의 `ORDER BY account_count DESC`와 다릅니다. 원본 쿼리는 `account_count`를 기준으로 내림차순 정렬하지만, 변환된 쿼리는 정렬 기준이 없으므로 결과가 다를 수 있습니다."
"SELECT bank_nm, COUNT(*) AS acct_cnt FROM aicfo_get_all_amt WHERE view_dv = '수시' AND curr_cd = 'KRW' AND bank_nm = '우리은행' AND reg_dt = '20240619' GROUP BY bank_nm","{""select"":[""bank_nm"",{""func"":""count"",""column"":""*"",""label"":""acct_cnt""}],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""수시""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""bank_nm"",""op"":""eq"",""value"":""우리은행""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240619""}],""group_by"":[""bank_nm""]}",Error: Column '*' not found in AccountAmount,아니오,"변환된 SQL에서 ""COUNT(*)""를 사용하려고 했지만, SQLAlchemy에서 ""Column '*'""를 찾을 수 없다는 오류가 발생했습니다. 이는 원본 SQL의 의도와 다르게 동작하고 있음을 나타냅니다."
"SELECT bank_nm, COUNT(*) AS acct_cnt FROM aicfo_get_all_amt WHERE view_dv = '수시' AND curr_cd = 'KRW' AND bank_nm = '국민은행' AND reg_dt = '20240928' GROUP BY bank_nm","{""select"":[""bank_nm"",{""func"":""count"",""column"":""*"",""label"":""acct_cnt""}],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""수시""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""bank_nm"",""op"":""eq"",""value"":""국민은행""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240928""}],""group_by"":[""bank_nm""]}",Error: Column '*' not found in AccountAmount,아니오,"변환된 SQL에서 COUNT(*)를 사용하려고 했지만, '*'가 AccountAmount 테이블에 존재하지 않아 오류가 발생했습니다. 원본 SQL은 정상적으로 작동하지만 변환된 SQL은 오류로 인해 실행되지 않습니다."
"SELECT bank_nm, acct_no, acct_dv, acct_bal_amt, open_dt, due_dt, intr_rate, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '예적금' AND curr_cd = 'KRW' AND acct_bal_amt BETWEEN (1 * POWER(10, 11) * 0.9) AND (1 * POWER(10, 11) * 1.1) AND reg_dt = '20251101'","{""select"":[""bank_nm"",""acct_no"",""acct_dv"",""acct_bal_amt"",""open_dt"",""due_dt"",""intr_rate"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""예적금""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""acct_bal_amt"",""op"":""between"",""value"":[90000000000,110000000000]},{""column"":""reg_dt"",""op"":""eq"",""value"":""20251101""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.open_dt, aicfo_get_all_amt.due_dt, aicfo_get_all_amt.intr_rate, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.acct_bal_amt BETWEEN :acct_bal_amt_1 AND :acct_bal_amt_2 AND aicfo_get_all_amt.reg_dt = :reg_dt_1",예,"두 쿼리는 동일한 조건을 사용하여 데이터를 필터링하고 있으며, SELECT 절의 컬럼과 WHERE 절의 조건이 일치합니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 두 쿼리는 같은 동작을 수행합니다."
"SELECT bank_nm, acct_no, curr_cd, acct_bal_amt, acct_dv, total_prchs_amt, total_appr_amt, return_rate, deposit_foreign, acct_bal_amt, deposit_amt, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '증권' AND curr_cd = 'KRW' AND reg_dt = '20251101' AND acct_bal_amt BETWEEN (7 * POWER(10, 11)) AND ((7 + 1) * POWER(10, 11) - 1)","{""select"":[""bank_nm"",""acct_no"",""curr_cd"",""acct_bal_amt"",""acct_dv"",""total_prchs_amt"",""total_appr_amt"",""return_rate"",""deposit_foreign"",""acct_bal_amt"",""deposit_amt"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""증권""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20251101""},{""column"":""acct_bal_amt"",""op"":""between"",""value"":[700000000000,799999999999]}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.curr_cd, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.total_prchs_amt, aicfo_get_all_amt.total_appr_amt, aicfo_get_all_amt.return_rate, aicfo_get_all_amt.deposit_foreign, aicfo_get_all_amt.acct_bal_amt AS acct_bal_amt__1, aicfo_get_all_amt.deposit_amt, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 AND aicfo_get_all_amt.acct_bal_amt BETWEEN :acct_bal_amt_1 AND :acct_bal_amt_2",예,"두 쿼리는 동일한 조건을 사용하여 데이터를 필터링하고 있으며, 선택된 컬럼도 일치합니다. SQLAlchemy 변환 후 쿼리에서 사용된 바인드 변수는 원본 쿼리의 상수 값과 동일한 의미를 가지므로, 결과는 동일하게 나옵니다."
"SELECT bank_nm, acct_no, curr_cd, acct_bal_amt, acct_dv, total_prchs_amt, total_appr_amt, return_rate, deposit_foreign, acct_bal_amt, deposit_amt, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '증권' AND curr_cd = 'KRW' AND reg_dt = '20251105' AND acct_bal_amt BETWEEN (8 * POWER(10, 9) * 0.9) AND (8 * POWER(10, 9) * 1.1)","{""select"":[""bank_nm"",""acct_no"",""curr_cd"",""acct_bal_amt"",""acct_dv"",""total_prchs_amt"",""total_appr_amt"",""return_rate"",""deposit_foreign"",""acct_bal_amt"",""deposit_amt"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""증권""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20251105""},{""column"":""acct_bal_amt"",""op"":""between"",""value"":[7200000000,8800000000]}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.curr_cd, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.total_prchs_amt, aicfo_get_all_amt.total_appr_amt, aicfo_get_all_amt.return_rate, aicfo_get_all_amt.deposit_foreign, aicfo_get_all_amt.acct_bal_amt AS acct_bal_amt__1, aicfo_get_all_amt.deposit_amt, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 AND aicfo_get_all_amt.acct_bal_amt BETWEEN :acct_bal_amt_1 AND :acct_bal_amt_2",예,"두 쿼리는 동일한 조건과 필드를 사용하여 데이터를 조회하고 있으며, SQLAlchemy에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가집니다. 따라서 두 쿼리는 같은 동작을 합니다."
"SELECT bank_nm, acct_no, curr_cd, acct_bal_amt, acct_dv, total_prchs_amt, total_appr_amt, return_rate, deposit_foreign, acct_bal_amt, deposit_amt, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '증권' AND curr_cd = 'KRW' AND reg_dt = '20251105' AND acct_bal_amt BETWEEN (8 * POWER(10, 9) * 0.9) AND (8 * POWER(10, 9) * 1.1)","{""select"":[""bank_nm"",""acct_no"",""curr_cd"",""acct_bal_amt"",""acct_dv"",""total_prchs_amt"",""total_appr_amt"",""return_rate"",""deposit_foreign"",""acct_bal_amt"",""deposit_amt"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""증권""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20251105""},{""column"":""acct_bal_amt"",""op"":""between"",""value"":[7200000000,8800000000]}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.curr_cd, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.total_prchs_amt, aicfo_get_all_amt.total_appr_amt, aicfo_get_all_amt.return_rate, aicfo_get_all_amt.deposit_foreign, aicfo_get_all_amt.acct_bal_amt AS acct_bal_amt__1, aicfo_get_all_amt.deposit_amt, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 AND aicfo_get_all_amt.acct_bal_amt BETWEEN :acct_bal_amt_1 AND :acct_bal_amt_2",예,"두 쿼리는 동일한 조건을 사용하여 동일한 테이블에서 데이터를 선택하고 있으며, 필드와 조건이 일치합니다. SQLAlchemy에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로 결과가 동일하게 나옵니다."
"SELECT bank_nm, acct_no, acct_dv, acct_bal_amt, open_dt, due_dt, intr_rate, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '대출' AND curr_cd = 'KRW' AND acct_bal_amt BETWEEN (5 * POWER(10, 10)) AND ((5 + 1) * POWER(10, 10) - 1) AND reg_dt = '20250202'","{""select"":[""bank_nm"",""acct_no"",""acct_dv"",""acct_bal_amt"",""open_dt"",""due_dt"",""intr_rate"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""대출""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""acct_bal_amt"",""op"":""between"",""value"":[50000000000,59999999999]},{""column"":""reg_dt"",""op"":""eq"",""value"":""20250202""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.open_dt, aicfo_get_all_amt.due_dt, aicfo_get_all_amt.intr_rate, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.acct_bal_amt BETWEEN :acct_bal_amt_1 AND :acct_bal_amt_2 AND aicfo_get_all_amt.reg_dt = :reg_dt_1",예,"두 쿼리는 동일한 조건을 사용하여 데이터를 필터링하고 있으며, 선택된 컬럼과 WHERE 절의 조건이 일치합니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 결과는 동일하게 나올 것입니다."
"SELECT bank_nm, acct_no, acct_dv, acct_bal_amt, open_dt, due_dt, intr_rate, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '대출' AND curr_cd = 'KRW' AND acct_bal_amt BETWEEN (5 * POWER(10, 10)) AND ((5 + 1) * POWER(10, 10) - 1) AND reg_dt = '20250202'","{""select"":[""bank_nm"",""acct_no"",""acct_dv"",""acct_bal_amt"",""open_dt"",""due_dt"",""intr_rate"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""대출""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""acct_bal_amt"",""op"":""between"",""value"":[50000000000,59999999999]},{""column"":""reg_dt"",""op"":""eq"",""value"":""20250202""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.open_dt, aicfo_get_all_amt.due_dt, aicfo_get_all_amt.intr_rate, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.acct_bal_amt BETWEEN :acct_bal_amt_1 AND :acct_bal_amt_2 AND aicfo_get_all_amt.reg_dt = :reg_dt_1",예,"두 쿼리는 동일한 조건을 사용하여 데이터를 필터링하고 있으며, SELECT 절의 필드와 WHERE 절의 조건이 일치합니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 결과적으로 두 쿼리는 같은 동작을 합니다."
"SELECT bank_nm, acct_dv, acct_no, acct_bal_amt, open_dt, due_dt, intr_rate, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '예적금' AND curr_cd = 'KRW' AND acct_no LIKE '%2105%' AND reg_dt = '20241219'","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""acct_bal_amt"",""open_dt"",""due_dt"",""intr_rate"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""예적금""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""acct_no"",""op"":""like"",""value"":""%2105%""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20241219""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.open_dt, aicfo_get_all_amt.due_dt, aicfo_get_all_amt.intr_rate, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.acct_no LIKE :acct_no_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1",예,"두 쿼리는 동일한 조건을 사용하여 데이터를 조회하고 있으며, 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 조건을 나타내므로 같은 동작을 합니다."
"SELECT bank_nm, acct_dv, acct_no, acct_bal_amt, open_dt, due_dt, intr_rate, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '대출' AND curr_cd = 'KRW' AND acct_no LIKE '%4651%' AND reg_dt = '20240909'","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""acct_bal_amt"",""open_dt"",""due_dt"",""intr_rate"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""대출""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""acct_no"",""op"":""like"",""value"":""%4651%""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240909""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.open_dt, aicfo_get_all_amt.due_dt, aicfo_get_all_amt.intr_rate, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.acct_no LIKE :acct_no_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1",예,"두 쿼리는 동일한 테이블과 조건을 사용하고 있으며, 변환된 SQL에서 사용된 바인드 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로 결과가 동일하게 나옵니다."
"SELECT bank_nm, acct_dv, acct_no, curr_cd, acct_bal_amt, real_amt, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '수시' AND curr_cd <> 'KRW' AND acct_no LIKE '%4415%' AND reg_dt = '20241016'","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""curr_cd"",""acct_bal_amt"",""real_amt"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""수시""},{""column"":""curr_cd"",""op"":""ne"",""value"":""KRW""},{""column"":""acct_no"",""op"":""like"",""value"":""%4415%""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20241016""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.curr_cd, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.real_amt, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd != :curr_cd_1 AND aicfo_get_all_amt.acct_no LIKE :acct_no_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1",예,"두 쿼리는 동일한 조건을 사용하여 데이터를 필터링하고 있으며, SELECT 절의 컬럼과 WHERE 절의 조건이 일치합니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 결과는 동일하게 나옵니다."
"SELECT bank_nm, acct_dv, acct_no, curr_cd, acct_bal_amt, real_amt, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '수시' AND curr_cd <> 'KRW' AND reg_dt = '20241109' AND acct_bal_amt <> 0","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""curr_cd"",""acct_bal_amt"",""real_amt"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""수시""},{""column"":""curr_cd"",""op"":""ne"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20241109""},{""column"":""acct_bal_amt"",""op"":""ne"",""value"":0}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.curr_cd, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.real_amt, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd != :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 AND aicfo_get_all_amt.acct_bal_amt != :acct_bal_amt_1",예,"두 쿼리는 동일한 조건을 사용하여 데이터를 필터링하고 있으며, 선택된 컬럼도 동일합니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 두 쿼리는 같은 동작을 합니다."
"SELECT bank_nm, acct_no, deposit_amt, total_appr_amt, acct_bal_amt, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '증권' AND curr_cd = 'KRW' AND reg_dt = '20241023' AND acct_bal_amt <> 0","{""select"":[""bank_nm"",""acct_no"",""deposit_amt"",""total_appr_amt"",""acct_bal_amt"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""증권""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20241023""},{""column"":""acct_bal_amt"",""op"":""ne"",""value"":0}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.deposit_amt, aicfo_get_all_amt.total_appr_amt, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 AND aicfo_get_all_amt.acct_bal_amt != :acct_bal_amt_1",예,"두 쿼리는 동일한 조건을 사용하여 데이터를 필터링하고 있으며, 선택된 컬럼과 조건이 일치합니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 결과는 동일하게 나올 것입니다."
"SELECT bank_nm, acct_dv, acct_no, acct_bal_amt, real_amt, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '수시' AND curr_cd = 'KRW' AND acct_no LIKE '%100037340220%' AND reg_dt = '20241023'","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""acct_bal_amt"",""real_amt"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""수시""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""acct_no"",""op"":""like"",""value"":""%100037340220%""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20241023""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.real_amt, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.acct_no LIKE :acct_no_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1",예,"두 쿼리는 동일한 테이블과 컬럼을 참조하며, 동일한 조건을 사용하고 있습니다. 변환된 SQL에서 사용된 바인드 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 두 쿼리는 같은 동작을 합니다."
